src,dst,src_name,dst_name,start_I,finish_I,duration_intervals,pred,path_nodes
4,42,TRANSIT 2A,OPS 6582 (TRANSIT 5B-5),,,,,
4,43,TRANSIT 2A,TIROS 9,16.0,37.0,22.0,25.0,4->25->43
4,44,TRANSIT 2A,SECOR 3,17.0,36.0,20.0,25.0,4->25->44
4,45,TRANSIT 2A,GGSE 2,17.0,43.0,27.0,25.0,4->25->45
4,46,TRANSIT 2A,OPS 4988 (GREB 6),16.0,61.0,46.0,25.0,4->25->46
4,47,TRANSIT 2A,PORCUPINE 1,17.0,54.0,38.0,25.0,4->25->47
4,48,TRANSIT 2A,SOLRAD 7B,15.0,20.0,6.0,34.0,4->25->34->48
4,49,TRANSIT 2A,GGSE 3,16.0,31.0,16.0,25.0,4->25->49
5,0,SOLRAD 1 (GREB),VANGUARD 2,20.0,47.0,28.0,8.0,5->34->8->0
5,1,SOLRAD 1 (GREB),VANGUARD 3,20.0,58.0,39.0,11.0,5->17->3->11->1
5,2,SOLRAD 1 (GREB),EXPLORER 7,39.0,40.0,2.0,5.0,5->2
5,3,SOLRAD 1 (GREB),TIROS 1,20.0,33.0,14.0,17.0,5->17->3
5,4,SOLRAD 1 (GREB),TRANSIT 2A,3.0,46.0,44.0,25.0,5->34->25->4
5,6,SOLRAD 1 (GREB),COURIER 1B,15.0,38.0,24.0,13.0,5->15->13->6
5,7,SOLRAD 1 (GREB),EXPLORER 11,3.0,54.0,52.0,25.0,5->34->25->7
5,8,SOLRAD 1 (GREB),TRANSIT 4A,3.0,26.0,24.0,34.0,5->34->8
5,9,SOLRAD 1 (GREB),SOLRAD 3/INJUN 1,3.0,61.0,59.0,25.0,5->34->25->9
5,10,SOLRAD 1 (GREB),TIROS 3,13.0,48.0,36.0,15.0,5->15->10
5,11,SOLRAD 1 (GREB),TRANSIT 4B,20.0,38.0,19.0,3.0,5->17->3->11
5,12,SOLRAD 1 (GREB),TRAAC,13.0,58.0,46.0,15.0,5->15->12
5,13,SOLRAD 1 (GREB),TIROS 4,15.0,33.0,19.0,15.0,5->15->13
5,14,SOLRAD 1 (GREB),TIROS 5,3.0,30.0,28.0,8.0,5->34->8->14
5,15,SOLRAD 1 (GREB),FTV 3502,15.0,16.0,2.0,5.0,5->15
5,16,SOLRAD 1 (GREB),TIROS 6,3.0,36.0,34.0,14.0,5->34->8->14->16
5,17,SOLRAD 1 (GREB),ALOUETTE 1 (S-27),20.0,21.0,2.0,5.0,5->17
5,18,SOLRAD 1 (GREB),ANNA 1B,,,,,
5,19,SOLRAD 1 (GREB),EXPLORER 16,13.0,27.0,15.0,15.0,5->15->19
5,20,SOLRAD 1 (GREB),TRANSIT 5B-1,45.0,49.0,5.0,15.0,5->15->20
5,21,SOLRAD 1 (GREB),RADIATION SAT (5E 1),3.0,35.0,33.0,22.0,5->34->22->21
5,22,SOLRAD 1 (GREB),TRANSIT 5B-2,3.0,28.0,26.0,34.0,5->34->22
5,23,SOLRAD 1 (GREB),TRANSIT 5E 3,20.0,44.0,25.0,3.0,5->17->3->23
5,24,SOLRAD 1 (GREB),TIROS 8,3.0,61.0,59.0,28.0,5->34->30->28->24
5,25,SOLRAD 1 (GREB),GGSE 1 (GGRS),3.0,18.0,16.0,34.0,5->34->25
5,26,SOLRAD 1 (GREB),SECOR 1B,13.0,35.0,23.0,15.0,5->15->26
5,27,SOLRAD 1 (GREB),SOLRAD 7A,,,,,
5,28,SOLRAD 1 (GREB),GREB,3.0,40.0,38.0,30.0,5->34->30->28
5,29,SOLRAD 1 (GREB),OPS 3367 A,3.0,46.0,44.0,25.0,5->34->25->29
5,30,SOLRAD 1 (GREB),OPS 3367 B,3.0,26.0,24.0,34.0,5->34->30
5,31,SOLRAD 1 (GREB),OPS 4412 (TRANSIT 9),13.0,20.0,8.0,15.0,5->15->31
5,32,SOLRAD 1 (GREB),OPS 4467 A,20.0,45.0,26.0,3.0,5->17->3->32
5,33,SOLRAD 1 (GREB),OPS 4467 B,3.0,32.0,30.0,34.0,5->34->33
5,34,SOLRAD 1 (GREB),EXPLORER 20,3.0,4.0,2.0,5.0,5->34
5,35,SOLRAD 1 (GREB),COSMOS 44,20.0,44.0,25.0,3.0,5->17->3->35
5,36,SOLRAD 1 (GREB),OPS 5798 (TRANSIT 5B-4),46.0,47.0,2.0,5.0,5->36
5,37,SOLRAD 1 (GREB),EXPLORER 22,,,,,
5,38,SOLRAD 1 (GREB),CALSPHERE 1,3.0,26.0,24.0,34.0,5->34->38
5,39,SOLRAD 1 (GREB),CALSPHERE 2,3.0,28.0,26.0,34.0,5->34->39
5,40,SOLRAD 1 (GREB),EXPLORER 25 (INJUN-4),20.0,58.0,39.0,17.0,5->17->40
5,41,SOLRAD 1 (GREB),OPS 6582 (TRANSIT 5E-5),13.0,14.0,2.0,5.0,5->41
5,42,SOLRAD 1 (GREB),OPS 6582 (TRANSIT 5B-5),13.0,41.0,29.0,15.0,5->15->42
5,43,SOLRAD 1 (GREB),TIROS 9,20.0,53.0,34.0,3.0,5->17->3->43
5,44,SOLRAD 1 (GREB),SECOR 3,3.0,36.0,34.0,14.0,5->34->8->14->44
5,45,SOLRAD 1 (GREB),GGSE 2,20.0,23.0,4.0,17.0,5->17->45
5,46,SOLRAD 1 (GREB),OPS 4988 (GREB 6),3.0,61.0,59.0,34.0,5->34->46
5,47,SOLRAD 1 (GREB),PORCUPINE 1,13.0,46.0,34.0,15.0,5->15->47
5,48,SOLRAD 1 (GREB),SOLRAD 7B,3.0,18.0,16.0,34.0,5->34->48
5,49,SOLRAD 1 (GREB),GGSE 3,3.0,31.0,29.0,34.0,5->34->49
6,0,COURIER 1B,VANGUARD 2,38.0,47.0,10.0,8.0,6->8->0
6,1,COURIER 1B,VANGUARD 3,22.0,58.0,37.0,14.0,6->8->14->1
6,2,COURIER 1B,EXPLORER 7,10.0,32.0,23.0,30.0,6->38->30->2
6,3,COURIER 1B,TIROS 1,20.0,21.0,2.0,6.0,6->3
6,4,COURIER 1B,TRANSIT 2A,22.0,45.0,24.0,29.0,6->35->29->4
6,5,COURIER 1B,SOLRAD 1 (GREB),39.0,46.0,8.0,15.0,6->15->5
6,7,COURIER 1B,EXPLORER 11,22.0,54.0,33.0,29.0,6->35->29->7
6,8,COURIER 1B,TRANSIT 4A,6.0,7.0,2.0,6.0,6->8
6,9,COURIER 1B,SOLRAD 3/INJUN 1,6.0,31.0,26.0,8.0,6->8->9
6,10,COURIER 1B,TIROS 3,6.0,48.0,43.0,8.0,6->8->10
6,11,COURIER 1B,TRANSIT 4B,20.0,38.0,19.0,3.0,6->3->11
6,12,COURIER 1B,TRAAC,6.0,45.0,40.0,8.0,6->8->12
6,13,COURIER 1B,TIROS 4,37.0,38.0,2.0,6.0,6->13
6,14,COURIER 1B,TIROS 5,6.0,30.0,25.0,8.0,6->8->14
6,15,COURIER 1B,FTV 3502,38.0,39.0,2.0,6.0,6->15
6,16,COURIER 1B,TIROS 6,10.0,37.0,28.0,30.0,6->38->30->16
6,17,COURIER 1B,ALOUETTE 1 (S-27),41.0,48.0,8.0,13.0,6->13->17
6,18,COURIER 1B,ANNA 1B,6.0,39.0,34.0,0.0,6->8->0->18
6,19,COURIER 1B,EXPLORER 16,39.0,57.0,19.0,15.0,6->15->19
6,20,COURIER 1B,TRANSIT 5B-1,39.0,49.0,11.0,15.0,6->15->20
6,21,COURIER 1B,RADIATION SAT (5E 1),10.0,35.0,26.0,22.0,6->13->22->21
6,22,COURIER 1B,TRANSIT 5B-2,41.0,45.0,5.0,13.0,6->13->22
6,23,COURIER 1B,TRANSIT 5E 3,38.0,49.0,12.0,0.0,6->8->0->23
6,24,COURIER 1B,TIROS 8,10.0,61.0,52.0,28.0,6->38->30->28->24
6,25,COURIER 1B,GGSE 1 (GGRS),42.0,56.0,15.0,38.0,6->38->25
6,26,COURIER 1B,SECOR 1B,6.0,35.0,30.0,8.0,6->8->26
6,27,COURIER 1B,SOLRAD 7A,,,,,
6,28,COURIER 1B,GREB,10.0,40.0,31.0,30.0,6->38->30->28
6,29,COURIER 1B,OPS 3367 A,22.0,38.0,17.0,35.0,6->35->29
6,30,COURIER 1B,OPS 3367 B,42.0,51.0,10.0,38.0,6->38->30
6,31,COURIER 1B,OPS 4412 (TRANSIT 9),6.0,20.0,15.0,15.0,6->15->31
6,32,COURIER 1B,OPS 4467 A,22.0,44.0,23.0,35.0,6->35->32
6,33,COURIER 1B,OPS 4467 B,10.0,32.0,23.0,30.0,6->38->30->33
