src,dst,src_name,dst_name,start_I,finish_I,duration_intervals,pred,path_nodes
3,9,TIROS 1,SOLRAD 3/INJUN 1,25.0,58.0,34.0,0.0,3->5->0->9
4,0,TRANSIT 2A,VANGUARD 2,20.0,23.0,4.0,8.0,4->8->0
4,1,TRANSIT 2A,VANGUARD 3,52.0,57.0,6.0,0.0,4->8->0->1
4,2,TRANSIT 2A,EXPLORER 7,0.0,1.0,2.0,4.0,4->2
4,3,TRANSIT 2A,TIROS 1,29.0,45.0,17.0,0.0,4->8->0->3
4,5,TRANSIT 2A,SOLRAD 1 (GREB),1.0,5.0,5.0,2.0,4->2->5
4,6,TRANSIT 2A,COURIER 1B,52.0,59.0,8.0,0.0,4->8->0->6
4,7,TRANSIT 2A,EXPLORER 11,,,,,
4,8,TRANSIT 2A,TRANSIT 4A,20.0,21.0,2.0,4.0,4->8
4,9,TRANSIT 2A,SOLRAD 3/INJUN 1,20.0,27.0,8.0,0.0,4->8->0->9
5,0,SOLRAD 1 (GREB),VANGUARD 2,29.0,30.0,2.0,5.0,5->0
5,1,SOLRAD 1 (GREB),VANGUARD 3,49.0,52.0,4.0,6.0,5->6->1
5,2,SOLRAD 1 (GREB),EXPLORER 7,4.0,5.0,2.0,5.0,5->2
5,3,SOLRAD 1 (GREB),TIROS 1,21.0,22.0,2.0,5.0,5->3
5,4,SOLRAD 1 (GREB),TRANSIT 2A,17.0,26.0,10.0,2.0,5->2->4
5,6,SOLRAD 1 (GREB),COURIER 1B,22.0,23.0,2.0,5.0,5->6
5,7,SOLRAD 1 (GREB),EXPLORER 11,,,,,
5,8,SOLRAD 1 (GREB),TRANSIT 4A,29.0,34.0,6.0,0.0,5->0->8
5,9,SOLRAD 1 (GREB),SOLRAD 3/INJUN 1,25.0,58.0,34.0,0.0,5->0->9
6,0,COURIER 1B,VANGUARD 2,0.0,1.0,2.0,6.0,6->0
6,1,COURIER 1B,VANGUARD 3,42.0,43.0,2.0,6.0,6->1
6,2,COURIER 1B,EXPLORER 7,30.0,35.0,6.0,0.0,6->0->2
6,3,COURIER 1B,TIROS 1,14.0,15.0,2.0,6.0,6->3
6,4,COURIER 1B,TRANSIT 2A,11.0,21.0,11.0,0.0,6->0->4
6,5,COURIER 1B,SOLRAD 1 (GREB),22.0,23.0,2.0,6.0,6->5
6,7,COURIER 1B,EXPLORER 11,,,,,
6,8,COURIER 1B,TRANSIT 4A,1.0,2.0,2.0,6.0,6->8
6,9,COURIER 1B,SOLRAD 3/INJUN 1,11.0,27.0,17.0,0.0,6->0->9
7,0,EXPLORER 11,VANGUARD 2,7.0,36.0,30.0,6.0,7->9->1->8->6->0
7,1,EXPLORER 11,VANGUARD 3,7.0,11.0,5.0,9.0,7->9->1
7,2,EXPLORER 11,EXPLORER 7,7.0,57.0,51.0,4.0,7->9->1->8->6->4->2
7,3,EXPLORER 11,TIROS 1,7.0,43.0,37.0,1.0,7->9->1->3
7,4,EXPLORER 11,TRANSIT 2A,7.0,52.0,46.0,6.0,7->9->1->8->6->4
7,5,EXPLORER 11,SOLRAD 1 (GREB),7.0,50.0,44.0,1.0,7->9->1->5
7,6,EXPLORER 11,COURIER 1B,7.0,34.0,28.0,8.0,7->9->1->8->6
7,8,EXPLORER 11,TRANSIT 4A,7.0,27.0,21.0,1.0,7->9->1->8
7,9,EXPLORER 11,SOLRAD 3/INJUN 1,2.0,3.0,2.0,7.0,7->9
8,0,TRANSIT 4A,VANGUARD 2,9.0,10.0,2.0,8.0,8->0
8,1,TRANSIT 4A,VANGUARD 3,60.0,61.0,2.0,8.0,8->1
8,2,TRANSIT 4A,EXPLORER 7,21.0,26.0,6.0,4.0,8->4->2
8,3,TRANSIT 4A,TIROS 1,11.0,15.0,5.0,6.0,8->6->3
8,4,TRANSIT 4A,TRANSIT 2A,20.0,21.0,2.0,8.0,8->4
8,5,TRANSIT 4A,SOLRAD 1 (GREB),26.0,30.0,5.0,0.0,8->0->5
8,6,TRANSIT 4A,COURIER 1B,1.0,2.0,2.0,8.0,8->6
8,7,TRANSIT 4A,EXPLORER 11,,,,,
8,9,TRANSIT 4A,SOLRAD 3/INJUN 1,26.0,27.0,2.0,8.0,8->9
9,0,SOLRAD 3/INJUN 1,VANGUARD 2,30.0,36.0,7.0,8.0,9->8->0
9,1,SOLRAD 3/INJUN 1,VANGUARD 3,10.0,11.0,2.0,9.0,9->1
9,2,SOLRAD 3/INJUN 1,EXPLORER 7,30.0,57.0,28.0,8.0,9->8->2
9,3,SOLRAD 3/INJUN 1,TIROS 1,30.0,45.0,16.0,0.0,9->8->0->3
9,4,SOLRAD 3/INJUN 1,TRANSIT 2A,30.0,52.0,23.0,0.0,9->8->0->4
9,5,SOLRAD 3/INJUN 1,SOLRAD 1 (GREB),30.0,50.0,21.0,0.0,9->8->0->5
9,6,SOLRAD 3/INJUN 1,COURIER 1B,30.0,34.0,5.0,8.0,9->8->6
9,7,SOLRAD 3/INJUN 1,EXPLORER 11,2.0,3.0,2.0,9.0,9->7
9,8,SOLRAD 3/INJUN 1,TRANSIT 4A,26.0,27.0,2.0,9.0,9->8
