src,dst,src_name,dst_name,start_I,finish_I,duration_intervals,pred,path_nodes
1,37,VANGUARD 3,EXPLORER 22,,,,,
1,38,VANGUARD 3,CALSPHERE 1,,,,,
1,39,VANGUARD 3,CALSPHERE 2,,,,,
1,40,VANGUARD 3,EXPLORER 25 (INJUN-4),,,,,
1,41,VANGUARD 3,OPS 6582 (TRANSIT 5E-5),,,,,
1,42,VANGUARD 3,OPS 6582 (TRANSIT 5B-5),,,,,
1,43,VANGUARD 3,TIROS 9,,,,,
1,44,VANGUARD 3,SECOR 3,,,,,
1,45,VANGUARD 3,GGSE 2,,,,,
1,46,VANGUARD 3,OPS 4988 (GREB 6),,,,,
1,47,VANGUARD 3,PORCUPINE 1,,,,,
1,48,VANGUARD 3,SOLRAD 7B,,,,,
1,49,VANGUARD 3,GGSE 3,,,,,
2,0,EXPLORER 7,VANGUARD 2,,,,,
2,1,EXPLORER 7,VANGUARD 3,,,,,
2,3,EXPLORER 7,TIROS 1,,,,,
2,4,EXPLORER 7,TRANSIT 2A,,,,,
2,5,EXPLORER 7,SOLRAD 1 (GREB),,,,,
2,6,EXPLORER 7,COURIER 1B,,,,,
2,7,EXPLORER 7,EXPLORER 11,,,,,
2,8,EXPLORER 7,TRANSIT 4A,,,,,
2,9,EXPLORER 7,SOLRAD 3/INJUN 1,,,,,
2,10,EXPLORER 7,TIROS 3,,,,,
2,11,EXPLORER 7,TRANSIT 4B,,,,,
2,12,EXPLORER 7,TRAAC,,,,,
2,13,EXPLORER 7,TIROS 4,,,,,
2,14,EXPLORER 7,TIROS 5,,,,,
2,15,EXPLORER 7,FTV 3502,,,,,
2,16,EXPLORER 7,TIROS 6,,,,,
2,17,EXPLORER 7,ALOUETTE 1 (S-27),,,,,
2,18,EXPLORER 7,ANNA 1B,,,,,
2,19,EXPLORER 7,EXPLORER 16,,,,,
2,20,EXPLORER 7,TRANSIT 5B-1,,,,,
2,21,EXPLORER 7,RADIATION SAT (5E 1),,,,,
2,22,EXPLORER 7,TRANSIT 5B-2,,,,,
2,23,EXPLORER 7,TRANSIT 5E 3,,,,,
2,24,EXPLORER 7,TIROS 8,,,,,
2,25,EXPLORER 7,GGSE 1 (GGRS),,,,,
2,26,EXPLORER 7,SECOR 1B,,,,,
2,27,EXPLORER 7,SOLRAD 7A,,,,,
2,28,EXPLORER 7,GREB,,,,,
2,29,EXPLORER 7,OPS 3367 A,,,,,
2,30,EXPLORER 7,OPS 3367 B,,,,,
2,31,EXPLORER 7,OPS 4412 (TRANSIT 9),,,,,
2,32,EXPLORER 7,OPS 4467 A,,,,,
2,33,EXPLORER 7,OPS 4467 B,,,,,
2,34,EXPLORER 7,EXPLORER 20,,,,,
2,35,EXPLORER 7,COSMOS 44,,,,,
2,36,EXPLORER 7,OPS 5798 (TRANSIT 5B-4),,,,,
2,37,EXPLORER 7,EXPLORER 22,,,,,
2,38,EXPLORER 7,CALSPHERE 1,,,,,
2,39,EXPLORER 7,CALSPHERE 2,,,,,
2,40,EXPLORER 7,EXPLORER 25 (INJUN-4),,,,,
2,41,EXPLORER 7,OPS 6582 (TRANSIT 5E-5),,,,,
2,42,EXPLORER 7,OPS 6582 (TRANSIT 5B-5),,,,,
2,43,EXPLORER 7,TIROS 9,,,,,
2,44,EXPLORER 7,SECOR 3,,,,,
2,45,EXPLORER 7,GGSE 2,,,,,
2,46,EXPLORER 7,OPS 4988 (GREB 6),,,,,
2,47,EXPLORER 7,PORCUPINE 1,,,,,
2,48,EXPLORER 7,SOLRAD 7B,,,,,
2,49,EXPLORER 7,GGSE 3,,,,,
3,0,TIROS 1,VANGUARD 2,,,,,
3,1,TIROS 1,VANGUARD 3,,,,,
3,2,TIROS 1,EXPLORER 7,,,,,
3,4,TIROS 1,TRANSIT 2A,,,,,
3,5,TIROS 1,SOLRAD 1 (GREB),,,,,
3,6,TIROS 1,COURIER 1B,,,,,
3,7,TIROS 1,EXPLORER 11,,,,,
3,8,TIROS 1,TRANSIT 4A,,,,,
3,9,TIROS 1,SOLRAD 3/INJUN 1,,,,,
3,10,TIROS 1,TIROS 3,,,,,
3,11,TIROS 1,TRANSIT 4B,38.0,39.0,2.0,3.0,3->11
3,12,TIROS 1,TRAAC,,,,,
3,13,TIROS 1,TIROS 4,54.0,55.0,2.0,3.0,3->13
3,14,TIROS 1,TIROS 5,,,,,
3,15,TIROS 1,FTV 3502,,,,,
3,16,TIROS 1,TIROS 6,,,,,
3,17,TIROS 1,ALOUETTE 1 (S-27),36.0,37.0,2.0,3.0,3->17
3,18,TIROS 1,ANNA 1B,,,,,
3,19,TIROS 1,EXPLORER 16,,,,,
3,20,TIROS 1,TRANSIT 5B-1,,,,,
3,21,TIROS 1,RADIATION SAT (5E 1),,,,,
3,22,TIROS 1,TRANSIT 5B-2,,,,,
3,23,TIROS 1,TRANSIT 5E 3,,,,,
3,24,TIROS 1,TIROS 8,,,,,
3,25,TIROS 1,GGSE 1 (GGRS),,,,,
3,26,TIROS 1,SECOR 1B,,,,,
3,27,TIROS 1,SOLRAD 7A,,,,,
3,28,TIROS 1,GREB,,,,,
3,29,TIROS 1,OPS 3367 A,,,,,
3,30,TIROS 1,OPS 3367 B,,,,,
3,31,TIROS 1,OPS 4412 (TRANSIT 9),,,,,
3,32,TIROS 1,OPS 4467 A,,,,,
3,33,TIROS 1,OPS 4467 B,,,,,
3,34,TIROS 1,EXPLORER 20,,,,,
3,35,TIROS 1,COSMOS 44,,,,,
3,36,TIROS 1,OPS 5798 (TRANSIT 5B-4),,,,,
3,37,TIROS 1,EXPLORER 22,,,,,
3,38,TIROS 1,CALSPHERE 1,,,,,
3,39,TIROS 1,CALSPHERE 2,,,,,
3,40,TIROS 1,EXPLORER 25 (INJUN-4),,,,,
3,41,TIROS 1,OPS 6582 (TRANSIT 5E-5),,,,,
3,42,TIROS 1,OPS 6582 (TRANSIT 5B-5),,,,,
3,43,TIROS 1,TIROS 9,,,,,
3,44,TIROS 1,SECOR 3,,,,,
3,45,TIROS 1,GGSE 2,2.0,3.0,2.0,3.0,3->45
3,46,TIROS 1,OPS 4988 (GREB 6),,,,,
3,47,TIROS 1,PORCUPINE 1,,,,,
3,48,TIROS 1,SOLRAD 7B,,,,,
3,49,TIROS 1,GGSE 3,,,,,
4,0,TRANSIT 2A,VANGUARD 2,,,,,
4,1,TRANSIT 2A,VANGUARD 3,,,,,
4,2,TRANSIT 2A,EXPLORER 7,,,,,
4,3,TRANSIT 2A,TIROS 1,,,,,
4,5,TRANSIT 2A,SOLRAD 1 (GREB),,,,,
4,6,TRANSIT 2A,COURIER 1B,,,,,
4,7,TRANSIT 2A,EXPLORER 11,,,,,
4,8,TRANSIT 2A,TRANSIT 4A,,,,,
4,9,TRANSIT 2A,SOLRAD 3/INJUN 1,,,,,
4,10,TRANSIT 2A,TIROS 3,,,,,
4,11,TRANSIT 2A,TRANSIT 4B,,,,,
4,12,TRANSIT 2A,TRAAC,,,,,
4,13,TRANSIT 2A,TIROS 4,,,,,
4,14,TRANSIT 2A,TIROS 5,,,,,
4,15,TRANSIT 2A,FTV 3502,,,,,
4,16,TRANSIT 2A,TIROS 6,,,,,
4,17,TRANSIT 2A,ALOUETTE 1 (S-27),,,,,
4,18,TRANSIT 2A,ANNA 1B,,,,,
4,19,TRANSIT 2A,EXPLORER 16,,,,,
4,20,TRANSIT 2A,TRANSIT 5B-1,,,,,
4,21,TRANSIT 2A,RADIATION SAT (5E 1),,,,,
4,22,TRANSIT 2A,TRANSIT 5B-2,,,,,
4,23,TRANSIT 2A,TRANSIT 5E 3,,,,,
4,24,TRANSIT 2A,TIROS 8,,,,,
4,25,TRANSIT 2A,GGSE 1 (GGRS),,,,,
4,26,TRANSIT 2A,SECOR 1B,,,,,
4,27,TRANSIT 2A,SOLRAD 7A,,,,,
4,28,TRANSIT 2A,GREB,,,,,
4,29,TRANSIT 2A,OPS 3367 A,,,,,
4,30,TRANSIT 2A,OPS 3367 B,,,,,
4,31,TRANSIT 2A,OPS 4412 (TRANSIT 9),,,,,
4,32,TRANSIT 2A,OPS 4467 A,,,,,
4,33,TRANSIT 2A,OPS 4467 B,,,,,
4,34,TRANSIT 2A,EXPLORER 20,,,,,
4,35,TRANSIT 2A,COSMOS 44,,,,,
4,36,TRANSIT 2A,OPS 5798 (TRANSIT 5B-4),,,,,
4,37,TRANSIT 2A,EXPLORER 22,,,,,
4,38,TRANSIT 2A,CALSPHERE 1,,,,,
4,39,TRANSIT 2A,CALSPHERE 2,,,,,
4,40,TRANSIT 2A,EXPLORER 25 (INJUN-4),,,,,
4,41,TRANSIT 2A,OPS 6582 (TRANSIT 5E-5),,,,,
4,42,TRANSIT 2A,OPS 6582 (TRANSIT 5B-5),,,,,
4,43,TRANSIT 2A,TIROS 9,,,,,
4,44,TRANSIT 2A,SECOR 3,,,,,
4,45,TRANSIT 2A,GGSE 2,,,,,
4,46,TRANSIT 2A,OPS 4988 (GREB 6),,,,,
4,47,TRANSIT 2A,PORCUPINE 1,,,,,
4,48,TRANSIT 2A,SOLRAD 7B,,,,,
4,49,TRANSIT 2A,GGSE 3,,,,,
5,0,SOLRAD 1 (GREB),VANGUARD 2,,,,,
5,1,SOLRAD 1 (GREB),VANGUARD 3,,,,,
5,2,SOLRAD 1 (GREB),EXPLORER 7,,,,,
5,3,SOLRAD 1 (GREB),TIROS 1,,,,,
5,4,SOLRAD 1 (GREB),TRANSIT 2A,,,,,
5,6,SOLRAD 1 (GREB),COURIER 1B,,,,,
5,7,SOLRAD 1 (GREB),EXPLORER 11,,,,,
5,8,SOLRAD 1 (GREB),TRANSIT 4A,,,,,
5,9,SOLRAD 1 (GREB),SOLRAD 3/INJUN 1,,,,,
5,10,SOLRAD 1 (GREB),TIROS 3,,,,,
5,11,SOLRAD 1 (GREB),TRANSIT 4B,,,,,
5,12,SOLRAD 1 (GREB),TRAAC,,,,,
5,13,SOLRAD 1 (GREB),TIROS 4,,,,,
5,14,SOLRAD 1 (GREB),TIROS 5,,,,,
5,15,SOLRAD 1 (GREB),FTV 3502,,,,,
5,16,SOLRAD 1 (GREB),TIROS 6,,,,,
5,17,SOLRAD 1 (GREB),ALOUETTE 1 (S-27),,,,,
5,18,SOLRAD 1 (GREB),ANNA 1B,,,,,
5,19,SOLRAD 1 (GREB),EXPLORER 16,,,,,
5,20,SOLRAD 1 (GREB),TRANSIT 5B-1,,,,,
5,21,SOLRAD 1 (GREB),RADIATION SAT (5E 1),,,,,
5,22,SOLRAD 1 (GREB),TRANSIT 5B-2,,,,,
5,23,SOLRAD 1 (GREB),TRANSIT 5E 3,,,,,
5,24,SOLRAD 1 (GREB),TIROS 8,,,,,
5,25,SOLRAD 1 (GREB),GGSE 1 (GGRS),,,,,
5,26,SOLRAD 1 (GREB),SECOR 1B,,,,,
5,27,SOLRAD 1 (GREB),SOLRAD 7A,,,,,
5,28,SOLRAD 1 (GREB),GREB,,,,,
5,29,SOLRAD 1 (GREB),OPS 3367 A,,,,,
5,30,SOLRAD 1 (GREB),OPS 3367 B,,,,,
5,31,SOLRAD 1 (GREB),OPS 4412 (TRANSIT 9),,,,,
5,32,SOLRAD 1 (GREB),OPS 4467 A,,,,,
5,33,SOLRAD 1 (GREB),OPS 4467 B,,,,,
5,34,SOLRAD 1 (GREB),EXPLORER 20,,,,,
5,35,SOLRAD 1 (GREB),COSMOS 44,,,,,
5,36,SOLRAD 1 (GREB),OPS 5798 (TRANSIT 5B-4),,,,,
5,37,SOLRAD 1 (GREB),EXPLORER 22,,,,,
5,38,SOLRAD 1 (GREB),CALSPHERE 1,,,,,
5,39,SOLRAD 1 (GREB),CALSPHERE 2,,,,,
5,40,SOLRAD 1 (GREB),EXPLORER 25 (INJUN-4),,,,,
5,41,SOLRAD 1 (GREB),OPS 6582 (TRANSIT 5E-5),,,,,
5,42,SOLRAD 1 (GREB),OPS 6582 (TRANSIT 5B-5),,,,,
5,43,SOLRAD 1 (GREB),TIROS 9,,,,,
5,44,SOLRAD 1 (GREB),SECOR 3,,,,,
5,45,SOLRAD 1 (GREB),GGSE 2,,,,,
5,46,SOLRAD 1 (GREB),OPS 4988 (GREB 6),,,,,
5,47,SOLRAD 1 (GREB),PORCUPINE 1,,,,,
5,48,SOLRAD 1 (GREB),SOLRAD 7B,,,,,
5,49,SOLRAD 1 (GREB),GGSE 3,,,,,
6,0,COURIER 1B,VANGUARD 2,,,,,
6,1,COURIER 1B,VANGUARD 3,,,,,
6,2,COURIER 1B,EXPLORER 7,,,,,
6,3,COURIER 1B,TIROS 1,39.0,55.0,17.0,13.0,6->13->3
6,4,COURIER 1B,TRANSIT 2A,,,,,
6,5,COURIER 1B,SOLRAD 1 (GREB),,,,,
6,7,COURIER 1B,EXPLORER 11,,,,,
6,8,COURIER 1B,TRANSIT 4A,,,,,
6,9,COURIER 1B,SOLRAD 3/INJUN 1,,,,,
6,10,COURIER 1B,TIROS 3,,,,,
6,11,COURIER 1B,TRANSIT 4B,,,,,
6,12,COURIER 1B,TRAAC,,,,,
6,13,COURIER 1B,TIROS 4,39.0,40.0,2.0,6.0,6->13
6,14,COURIER 1B,TIROS 5,,,,,
6,15,COURIER 1B,FTV 3502,,,,,
6,16,COURIER 1B,TIROS 6,,,,,
6,17,COURIER 1B,ALOUETTE 1 (S-27),,,,,
6,18,COURIER 1B,ANNA 1B,,,,,
6,19,COURIER 1B,EXPLORER 16,,,,,
6,20,COURIER 1B,TRANSIT 5B-1,,,,,
6,21,COURIER 1B,RADIATION SAT (5E 1),,,,,
6,22,COURIER 1B,TRANSIT 5B-2,,,,,
6,23,COURIER 1B,TRANSIT 5E 3,,,,,
6,24,COURIER 1B,TIROS 8,,,,,
6,25,COURIER 1B,GGSE 1 (GGRS),,,,,
6,26,COURIER 1B,SECOR 1B,,,,,
6,27,COURIER 1B,SOLRAD 7A,,,,,
6,28,COURIER 1B,GREB,,,,,
6,29,COURIER 1B,OPS 3367 A,,,,,
6,30,COURIER 1B,OPS 3367 B,,,,,
6,31,COURIER 1B,OPS 4412 (TRANSIT 9),,,,,
6,32,COURIER 1B,OPS 4467 A,,,,,
6,33,COURIER 1B,OPS 4467 B,,,,,
6,34,COURIER 1B,EXPLORER 20,,,,,
6,35,COURIER 1B,COSMOS 44,,,,,
6,36,COURIER 1B,OPS 5798 (TRANSIT 5B-4),,,,,
6,37,COURIER 1B,EXPLORER 22,,,,,
6,38,COURIER 1B,CALSPHERE 1,,,,,
6,39,COURIER 1B,CALSPHERE 2,,,,,
6,40,COURIER 1B,EXPLORER 25 (INJUN-4),,,,,
6,41,COURIER 1B,OPS 6582 (TRANSIT 5E-5),,,,,
6,42,COURIER 1B,OPS 6582 (TRANSIT 5B-5),,,,,
6,43,COURIER 1B,TIROS 9,,,,,
6,44,COURIER 1B,SECOR 3,,,,,
6,45,COURIER 1B,GGSE 2,,,,,
6,46,COURIER 1B,OPS 4988 (GREB 6),,,,,
6,47,COURIER 1B,PORCUPINE 1,,,,,
6,48,COURIER 1B,SOLRAD 7B,,,,,
6,49,COURIER 1B,GGSE 3,,,,,
7,0,EXPLORER 11,VANGUARD 2,,,,,
7,1,EXPLORER 11,VANGUARD 3,,,,,
7,2,EXPLORER 11,EXPLORER 7,,,,,
7,3,EXPLORER 11,TIROS 1,,,,,
7,4,EXPLORER 11,TRANSIT 2A,,,,,
7,5,EXPLORER 11,SOLRAD 1 (GREB),,,,,
7,6,EXPLORER 11,COURIER 1B,,,,,
7,8,EXPLORER 11,TRANSIT 4A,,,,,
7,9,EXPLORER 11,SOLRAD 3/INJUN 1,,,,,
7,10,EXPLORER 11,TIROS 3,,,,,
7,11,EXPLORER 11,TRANSIT 4B,,,,,
7,12,EXPLORER 11,TRAAC,,,,,
7,13,EXPLORER 11,TIROS 4,,,,,
7,14,EXPLORER 11,TIROS 5,,,,,
7,15,EXPLORER 11,FTV 3502,,,,,
7,16,EXPLORER 11,TIROS 6,,,,,
7,17,EXPLORER 11,ALOUETTE 1 (S-27),,,,,
7,18,EXPLORER 11,ANNA 1B,,,,,
7,19,EXPLORER 11,EXPLORER 16,,,,,
7,20,EXPLORER 11,TRANSIT 5B-1,,,,,
7,21,EXPLORER 11,RADIATION SAT (5E 1),,,,,
7,22,EXPLORER 11,TRANSIT 5B-2,,,,,
7,23,EXPLORER 11,TRANSIT 5E 3,,,,,
7,24,EXPLORER 11,TIROS 8,27.0,28.0,2.0,7.0,7->24
7,25,EXPLORER 11,GGSE 1 (GGRS),,,,,
7,26,EXPLORER 11,SECOR 1B,,,,,
7,27,EXPLORER 11,SOLRAD 7A,,,,,
7,28,EXPLORER 11,GREB,,,,,
7,29,EXPLORER 11,OPS 3367 A,,,,,
7,30,EXPLORER 11,OPS 3367 B,,,,,
7,31,EXPLORER 11,OPS 4412 (TRANSIT 9),,,,,
7,32,EXPLORER 11,OPS 4467 A,,,,,
7,33,EXPLORER 11,OPS 4467 B,,,,,
7,34,EXPLORER 11,EXPLORER 20,,,,,
7,35,EXPLORER 11,COSMOS 44,,,,,
7,36,EXPLORER 11,OPS 5798 (TRANSIT 5B-4),,,,,
7,37,EXPLORER 11,EXPLORER 22,,,,,
7,38,EXPLORER 11,CALSPHERE 1,,,,,
7,39,EXPLORER 11,CALSPHERE 2,,,,,
7,40,EXPLORER 11,EXPLORER 25 (INJUN-4),,,,,
7,41,EXPLORER 11,OPS 6582 (TRANSIT 5E-5),,,,,
7,42,EXPLORER 11,OPS 6582 (TRANSIT 5B-5),,,,,
7,43,EXPLORER 11,TIROS 9,,,,,
7,44,EXPLORER 11,SECOR 3,,,,,
7,45,EXPLORER 11,GGSE 2,,,,,
7,46,EXPLORER 11,OPS 4988 (GREB 6),,,,,
7,47,EXPLORER 11,PORCUPINE 1,,,,,
7,48,EXPLORER 11,SOLRAD 7B,,,,,
7,49,EXPLORER 11,GGSE 3,,,,,
8,0,TRANSIT 4A,VANGUARD 2,,,,,
8,1,TRANSIT 4A,VANGUARD 3,,,,,
8,2,TRANSIT 4A,EXPLORER 7,,,,,
8,3,TRANSIT 4A,TIROS 1,,,,,
8,4,TRANSIT 4A,TRANSIT 2A,,,,,
8,5,TRANSIT 4A,SOLRAD 1 (GREB),,,,,
8,6,TRANSIT 4A,COURIER 1B,,,,,
8,7,TRANSIT 4A,EXPLORER 11,,,,,
8,9,TRANSIT 4A,SOLRAD 3/INJUN 1,,,,,
8,10,TRANSIT 4A,TIROS 3,,,,,
8,11,TRANSIT 4A,TRANSIT 4B,,,,,
8,12,TRANSIT 4A,TRAAC,,,,,
8,13,TRANSIT 4A,TIROS 4,,,,,
8,14,TRANSIT 4A,TIROS 5,0.0,1.0,2.0,8.0,8->14
8,15,TRANSIT 4A,FTV 3502,,,,,
8,16,TRANSIT 4A,TIROS 6,,,,,
8,17,TRANSIT 4A,ALOUETTE 1 (S-27),,,,,
8,18,TRANSIT 4A,ANNA 1B,,,,,
8,19,TRANSIT 4A,EXPLORER 16,,,,,
8,20,TRANSIT 4A,TRANSIT 5B-1,,,,,
8,21,TRANSIT 4A,RADIATION SAT (5E 1),,,,,
8,22,TRANSIT 4A,TRANSIT 5B-2,,,,,
8,23,TRANSIT 4A,TRANSIT 5E 3,50.0,51.0,2.0,8.0,8->23
8,24,TRANSIT 4A,TIROS 8,,,,,
8,25,TRANSIT 4A,GGSE 1 (GGRS),,,,,
8,26,TRANSIT 4A,SECOR 1B,,,,,
8,27,TRANSIT 4A,SOLRAD 7A,,,,,
8,28,TRANSIT 4A,GREB,,,,,
8,29,TRANSIT 4A,OPS 3367 A,,,,,
8,30,TRANSIT 4A,OPS 3367 B,0.0,12.0,13.0,14.0,8->14->30
8,31,TRANSIT 4A,OPS 4412 (TRANSIT 9),,,,,
8,32,TRANSIT 4A,OPS 4467 A,,,,,
8,33,TRANSIT 4A,OPS 4467 B,,,,,
8,34,TRANSIT 4A,EXPLORER 20,,,,,
8,35,TRANSIT 4A,COSMOS 44,,,,,
8,36,TRANSIT 4A,OPS 5798 (TRANSIT 5B-4),,,,,
8,37,TRANSIT 4A,EXPLORER 22,,,,,
8,38,TRANSIT 4A,CALSPHERE 1,0.0,26.0,27.0,30.0,8->14->30->38
8,39,TRANSIT 4A,CALSPHERE 2,0.0,55.0,56.0,30.0,8->14->30->39
8,40,TRANSIT 4A,EXPLORER 25 (INJUN-4),,,,,
8,41,TRANSIT 4A,OPS 6582 (TRANSIT 5E-5),,,,,
8,42,TRANSIT 4A,OPS 6582 (TRANSIT 5B-5),,,,,
8,43,TRANSIT 4A,TIROS 9,,,,,
8,44,TRANSIT 4A,SECOR 3,,,,,
8,45,TRANSIT 4A,GGSE 2,,,,,
8,46,TRANSIT 4A,OPS 4988 (GREB 6),,,,,
8,47,TRANSIT 4A,PORCUPINE 1,,,,,
8,48,TRANSIT 4A,SOLRAD 7B,,,,,
8,49,TRANSIT 4A,GGSE 3,,,,,
9,0,SOLRAD 3/INJUN 1,VANGUARD 2,,,,,
9,1,SOLRAD 3/INJUN 1,VANGUARD 3,,,,,
9,2,SOLRAD 3/INJUN 1,EXPLORER 7,,,,,
9,3,SOLRAD 3/INJUN 1,TIROS 1,,,,,
9,4,SOLRAD 3/INJUN 1,TRANSIT 2A,,,,,
9,5,SOLRAD 3/INJUN 1,SOLRAD 1 (GREB),,,,,
9,6,SOLRAD 3/INJUN 1,COURIER 1B,,,,,
9,7,SOLRAD 3/INJUN 1,EXPLORER 11,,,,,
9,8,SOLRAD 3/INJUN 1,TRANSIT 4A,,,,,
9,10,SOLRAD 3/INJUN 1,TIROS 3,15.0,29.0,15.0,12.0,9->12->10
9,11,SOLRAD 3/INJUN 1,TRANSIT 4B,,,,,
9,12,SOLRAD 3/INJUN 1,TRAAC,15.0,16.0,2.0,9.0,9->12
9,13,SOLRAD 3/INJUN 1,TIROS 4,,,,,
9,14,SOLRAD 3/INJUN 1,TIROS 5,,,,,
9,15,SOLRAD 3/INJUN 1,FTV 3502,,,,,
9,16,SOLRAD 3/INJUN 1,TIROS 6,,,,,
9,17,SOLRAD 3/INJUN 1,ALOUETTE 1 (S-27),,,,,
9,18,SOLRAD 3/INJUN 1,ANNA 1B,,,,,
9,19,SOLRAD 3/INJUN 1,EXPLORER 16,,,,,
9,20,SOLRAD 3/INJUN 1,TRANSIT 5B-1,,,,,
9,21,SOLRAD 3/INJUN 1,RADIATION SAT (5E 1),,,,,
9,22,SOLRAD 3/INJUN 1,TRANSIT 5B-2,,,,,
9,23,SOLRAD 3/INJUN 1,TRANSIT 5E 3,,,,,
9,24,SOLRAD 3/INJUN 1,TIROS 8,,,,,
9,25,SOLRAD 3/INJUN 1,GGSE 1 (GGRS),,,,,
9,26,SOLRAD 3/INJUN 1,SECOR 1B,,,,,
9,27,SOLRAD 3/INJUN 1,SOLRAD 7A,,,,,
9,28,SOLRAD 3/INJUN 1,GREB,,,,,
9,29,SOLRAD 3/INJUN 1,OPS 3367 A,,,,,
